nummer,preis_avr,preis_sum,menge_avr,menge_sum,dauer,geschw,marke1,marke2,marke3,marke4,marke5,marke6,marke7,marke8,marke9,alter,klasse,einkm,persn,prbew,bildg,kaufw,last_dauer_relativ,treue1,treue2,treue3,treue4,treue5,treue6,treue7,treue8,treue9,einkmpp,Frequency,Monetary
447,1.2,73,1.31147541,80,14.21311475,0.156137423,2,0,3,56,0,0,0,0,0,4,4,2,1,1,3,2.955017301,42,0,NaN,0,0.910714286,NaN,NaN,NaN,NaN,NaN,2,80,1.2
450,1.84,169,1.77173913,163,8.304347826,0.490484379,23,5,0,2,1,1,0,2,58,4,1,1,5,2,3,0.120418848,1,0.173913043,0,NaN,0,0,0,NaN,0,0.672413793,0.2,163,1.84
454,2.5,262,1.123809524,118,10.15238095,0.155284132,8,0,0,0,18,2,1,75,1,5,2,3,2,1,3,0.984990619,10,0.125,NaN,NaN,NaN,0.333333333,0,0,0.746666667,0,1.5,118,2.5
459,1.9,74,1.205128205,47,24.51282051,0.104120798,0,0,1,0,5,1,2,0,30,5,4,2,2,1,1,0.244769874,6,NaN,NaN,0,NaN,0.4,0,0,NaN,0.9,1,47,1.9
466,1.91,193,1.099009901,111,10.68316832,0.211883864,22,1,34,6,6,0,10,6,16,5,2,3,1,2,2,1.68489342,18,0.181818182,0,0.382352941,0,0.333333333,NaN,0.1,0.333333333,0.0625,3,111,1.91
467,2.56,182,1.225352113,87,16.28169014,0.213554569,27,0,0,0,0,32,0,8,4,5,1,3,2,1,1,0.12283737,2,0.37037037,NaN,NaN,NaN,NaN,0.46875,NaN,0.375,0,1.5,87,2.56
471,2.43,34,1.928571429,27,48.5,0.161488402,0,0,2,0,3,4,1,1,3,2,3,4,4,2,1,0.178694158,8.666666667,NaN,NaN,0.5,NaN,0,0.25,0,0,0,1,27,2.43
473,1.3,82,1.015873016,64,16.73015873,0.087491943,1,0,24,0,0,0,0,0,38,3,5,1,1,1,3,1.016129032,17,0,NaN,0.5,NaN,NaN,NaN,NaN,NaN,0.684210526,1,64,1.3
480,2.32,116,1.02,51,21.3,0.064035781,0,0,0,0,0,0,2,48,0,3,3,4,3,1,2,2.629107981,56,NaN,NaN,NaN,NaN,NaN,NaN,0,0.958333333,NaN,1.333333333,51,2.32
482,2.14,30,1.071428571,15,64.07142857,0.034952794,3,1,3,3,0,1,0,1,2,5,5,1,1,1,3,0.983277592,63,0,0,0.333333333,0.333333333,NaN,0,NaN,0,0,1,15,2.14
490,1,34,1.029411765,35,30,0.070273172,0,0,0,0,0,1,2,31,0,2,1,1,5,4,1,0.9,27,NaN,NaN,NaN,NaN,NaN,0,0,0.903225806,NaN,0.2,35,1
494,2.26,52,1.913043478,44,26.69565217,0.206243484,3,2,1,0,0,15,0,2,0,2,1,4,4,1,3,0.274701412,7.333333333,0,0,0,NaN,NaN,0.666666667,NaN,0,NaN,1,44,2.26
497,1.48,163,1.218181818,134,8.545454545,0.235709902,0,3,77,19,0,0,0,0,11,3,4,2,3,1,2,0.35106383,3,NaN,0.333333333,0.883116883,0.736842105,NaN,NaN,NaN,NaN,0.181818182,0.666666667,134,1.48
498,1.55,99,1.765625,113,10.953125,0.229420081,11,19,7,24,0,0,0,0,3,3,2,4,2,1,3,0.639087019,7,0.181818182,0.473684211,0.571428571,0.625,NaN,NaN,NaN,NaN,0,2,113,1.55
499,2.27,68,1.066666667,32,25.33333333,0.102727512,5,5,0,0,0,0,0,0,20,4,3,2,3,1,2,0.513157895,13,0.4,0,NaN,NaN,NaN,NaN,NaN,NaN,0.75,0.666666667,32,2.27
507,1.68,52,1.806451613,56,22.83870968,0.117834183,0,0,30,0,0,0,0,0,1,5,3,2,1,4,3,1.532485876,35,NaN,NaN,0.966666667,NaN,NaN,NaN,NaN,NaN,0,2,56,1.68
508,1.67,140,1,84,13.07142857,0.10535055,1,1,0,0,53,10,5,0,14,4,1,1,3,2,1,0.918032787,12,0,0,NaN,NaN,0.603773585,0.1,0,NaN,0.214285714,0.333333333,84,1.67
510,2.33,107,1.652173913,76,28.69565217,0.292176667,7,1,0,1,8,25,0,1,3,5,1,3,2,3,3,1.765656566,50.66666667,0.285714286,0,NaN,0,0.25,0.68,NaN,0,0.333333333,1.5,76,2.33
516,2.13,147,1.057971014,73,15.43478261,0.157227708,11,3,1,0,13,23,4,1,13,4,3,3,2,1,1,1.101408451,17,0.181818182,0,0,NaN,0.153846154,0.391304348,0.25,0,0.230769231,1.5,73,2.13
517,2.42,244,1.02970297,104,10.68316832,0.147038728,3,4,2,1,53,21,6,6,5,4,2,3,3,4,1,0.46802595,5,0,0.25,0.5,1,0.603773585,0.238095238,0.166666667,0.333333333,0,1,104,2.42
519,1.18,13,1,11,88.45454545,0.016169245,0,0,0,3,2,1,1,1,3,2,1,4,5,1,3,0.881808839,78,NaN,NaN,NaN,0.333333333,0.5,0,0,0,0,0.8,11,1.18
523,1.16,134,1.025862069,119,9.413793103,0.193406559,6,18,0,0,14,13,11,8,46,5,4,2,1,2,2,2.655677656,25,0,0.111111111,NaN,NaN,0.214285714,0.230769231,0.090909091,0,0.5,2,119,1.16
529,2.24,170,1.078947368,82,15.55263158,0.195411302,1,11,2,1,1,1,2,0,57,5,2,3,1,2,1,0.578680203,9,0,0.181818182,0,0,0,0,0,NaN,0.736842105,3,82,2.24
533,2.78,100,1.138888889,41,26.97222222,0.075561682,3,3,0,0,0,0,0,0,30,4,2,4,1,2,2,0.315139032,8.5,0.333333333,0.333333333,NaN,NaN,NaN,NaN,NaN,NaN,0.9,4,41,2.78
535,1.8,220,1.467213115,179,6.893442623,0.342613055,22,8,1,0,3,14,0,0,74,3,2,1,5,1,3,0.435196195,3,0.227272727,0.375,0,NaN,0,0.428571429,NaN,NaN,0.621621622,0.2,179,1.8
542,1.87,223,1.092436975,130,10.69747899,0.180237425,10,38,42,0,0,0,0,0,29,5,1,4,2,1,3,0.280439906,3,0.1,0.368421053,0.5,NaN,NaN,NaN,NaN,NaN,0.206896552,2,130,1.87
556,1.81,78,1.046511628,45,30.74418605,0.039249012,10,0,0,0,0,0,0,0,33,5,2,3,2,2,1,0.845688351,26,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.96969697,1.5,45,1.81
560,2.42,607,1.091633466,274,4.278884462,0.309524182,0,0,0,0,7,216,0,28,0,4,1,4,2,3,2,0.116852886,0.5,NaN,NaN,NaN,NaN,0.142857143,0.907407407,NaN,0.464285714,NaN,2,274,2.42
561,2.25,178,1.835443038,145,10.5443038,0.369768111,1,12,0,0,0,1,0,0,65,3,2,1,3,1,2,0.221288515,2.333333333,0,0.166666667,NaN,NaN,NaN,0,NaN,NaN,0.815384615,0.333333333,145,2.25
562,1.78,73,1.12195122,46,25.12195122,0.064838005,0,0,31,1,1,0,7,0,1,4,4,2,2,2,3,1.552427184,39,NaN,NaN,0.870967742,0,0,NaN,0.714285714,NaN,0,1,46,1.78
578,2.11,112,1.283018868,68,16.28301887,0.167009936,0,6,3,0,0,0,2,0,42,4,1,4,2,2,2,0.225183469,3.666666667,NaN,0.5,0,NaN,NaN,NaN,0,NaN,0.833333333,2,68,2.11
580,1.96,100,1.235294118,63,17.98039216,0.109461267,8,1,2,0,1,0,1,0,38,3,4,2,5,1,3,0.333696838,6,0.5,0,0,NaN,0,NaN,0,NaN,0.789473684,0.4,63,1.96
581,1.1,79,1.055555556,76,14.88888889,0.130068457,2,2,0,0,0,0,0,0,68,4,1,3,2,4,2,0.940298507,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0.941176471,1.5,76,1.1
585,2.04,196,1.302083333,125,13.17708333,0.269050351,4,1,1,0,8,27,2,10,43,5,3,2,2,1,2,0.227667984,3,0.25,0,0,NaN,0,0.481481481,0,0.2,0.558139535,1,125,2.04
589,2,84,1.5,63,18.14285714,0.2563283,23,3,0,0,5,11,0,0,0,5,2,2,1,4,2,2.25984252,41,0.608695652,0,NaN,NaN,0.4,0.272727273,NaN,NaN,NaN,2,63,2
590,2.03,118,1.431034483,83,13.5,0.179792239,52,0,0,1,0,0,0,0,5,3,1,4,4,1,3,0.333333333,4.5,0.961538462,NaN,NaN,0,NaN,NaN,NaN,NaN,1,1,83,2.03
600,1.97,67,1.323529412,45,26.70588235,0.09320118,24,2,0,0,0,0,0,0,8,2,3,3,4,1,2,0.561674009,15,0.666666667,0.5,NaN,NaN,NaN,NaN,NaN,NaN,0,0.75,45,1.97
601,2.26,273,1.049586777,127,8.900826446,0.206946658,25,7,0,0,2,9,1,24,53,4,2,3,1,2,1,0.786443825,7,0.36,0,NaN,NaN,0,0,0,0.291666667,0.528301887,3,127,2.26
604,1.83,75,1.12195122,46,25.26829268,0.09285187,1,10,14,0,0,0,0,0,16,3,1,3,2,1,2,0.989382239,25,0,0.2,0.5,NaN,NaN,NaN,NaN,NaN,0.4375,1.5,46,1.83
609,1.93,178,1.076086957,99,13.5,0.139227658,11,0,0,0,0,2,38,33,8,3,3,3,2,1,3,1.555555556,21,0.181818182,NaN,NaN,NaN,NaN,0,0.473684211,0.454545455,0.25,1.5,99,1.93
615,2.37,149,1.158730159,73,15.61904762,0.16015126,0,0,0,0,0,0,30,30,3,5,2,3,2,1,2,0.576219512,9,NaN,NaN,NaN,NaN,NaN,NaN,0.633333333,0.533333333,0,1.5,73,2.37
617,1.61,158,1.051020408,103,10.76530612,0.150722122,1,0,1,66,0,22,0,1,7,4,4,2,2,1,2,0.928909953,10,0,NaN,0,0.712121212,NaN,0.227272727,NaN,0,0.285714286,1,103,1.61
618,1.72,169,1.326530612,130,8.683673469,0.235522367,0,0,91,4,0,0,0,0,3,4,4,2,2,1,2,0.268703486,2.333333333,NaN,NaN,0.923076923,0,NaN,NaN,NaN,NaN,0,1,130,1.72
624,2.34,150,1.34375,86,12.96875,0.171556078,0,0,24,2,4,10,18,5,1,3,3,4,2,2,3,0.154216867,2,NaN,NaN,0.708333333,0.5,0.25,0.2,0.444444444,0.6,0,2,86,2.34
627,1.64,69,1.023809524,43,24.45238095,0.05987767,2,1,34,1,0,0,0,1,3,5,5,1,1,1,3,0.654333009,16,0,0,0.852941176,0,NaN,NaN,NaN,0,0,1,43,1.64
628,2.33,100,1.046511628,45,23.74418605,0.068556612,1,16,1,0,13,1,1,3,7,1,5,1,1,2,3,0.673849167,16,0,0.375,0,NaN,0.307692308,0,0,0,0.142857143,1,45,2.33
631,2.41,82,1.647058824,56,25.64705882,0.16962087,9,4,0,0,0,0,0,1,20,4,1,1,2,1,1,6.043577982,155,0.222222222,0,NaN,NaN,NaN,NaN,NaN,0,0.65,0.5,56,2.41
641,2.31,134,1.706896552,99,12.36206897,0.226571348,5,0,10,0,3,3,3,32,2,4,4,2,2,1,1,0.728033473,9,0.6,NaN,0.5,NaN,0.666666667,0.333333333,0,0.75,0,1,99,2.31
643,1.86,106,1.771929825,101,13.50877193,0.245354376,0,7,24,3,0,0,1,1,21,5,3,3,2,4,3,1.147402597,15.5,NaN,0.571428571,0.5,0,NaN,NaN,0,0,0.571428571,1.5,101,1.86
649,2.11,259,1.073170732,132,8.62601626,0.175282974,4,4,33,18,4,0,38,21,1,4,4,2,2,1,2,1.043355325,9,0.25,0.25,0.424242424,0.722222222,0,NaN,0.605263158,0.333333333,0,1,132,2.11
651,2.39,129,1.037037037,56,19.90740741,0.086766224,8,3,0,0,1,9,0,5,28,5,5,1,2,1,1,0.904186047,18,0.125,0,NaN,NaN,0,0.333333333,NaN,0.6,0.535714286,0.5,56,2.39
656,1.93,135,1.028571429,72,14.54285714,0.138421631,11,6,11,0,0,0,0,1,41,2,3,2,5,1,3,0.412573674,6,0.181818182,0,0.272727273,NaN,NaN,NaN,NaN,0,0.585365854,0.4,72,1.93
660,1.72,134,1.346153846,105,14.34615385,0.22936883,12,8,7,8,0,0,0,0,43,5,1,3,2,1,2,1.324396783,19,0.416666667,0.25,0.428571429,0.125,NaN,NaN,NaN,NaN,0.697674419,1.5,105,1.72
661,1.91,86,1.111111111,50,22.22222222,0.082115284,2,2,20,7,0,1,0,1,12,5,2,4,3,2,3,0.675,15,0,0,0.45,0.142857143,NaN,0,NaN,0,0.333333333,1.333333333,50,1.91
662,2.56,159,1.274193548,79,14.70967742,0.138754185,1,2,0,0,1,0,53,5,0,3,2,1,3,1,1,0.577850877,8.5,0,0,NaN,NaN,0,NaN,0.886792453,0.2,NaN,0.333333333,79,2.56
663,2,2,1,1,527,0.001897533,0,0,1,0,0,0,0,0,0,2,1,4,2,4,2,1,527,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,2,1,2
666,2.54,188,1.027027027,76,14.37837838,0.085686782,0,0,0,0,67,4,0,2,1,5,4,2,2,1,1,0.486842105,7,NaN,NaN,NaN,NaN,0.955223881,0.5,NaN,0,1,1,76,2.54
669,2.58,191,1.040540541,77,14.52702703,0.087269096,0,1,0,0,1,1,1,69,1,5,3,2,1,1,1,0.688372093,10,NaN,0,NaN,NaN,0,0,0,0.927536232,0,2,77,2.58
670,2.55,465,1.076923077,196,6.142857143,0.2179519,0,8,1,1,0,0,66,99,7,4,2,3,3,1,2,0.325581395,2,NaN,0.25,0,0,NaN,NaN,0.560606061,0.666666667,0,1,196,2.55
671,2.23,225,1.059405941,107,10.47524752,0.174803967,10,9,3,0,5,6,3,0,65,5,3,3,2,1,2,0.763705104,8,0.3,0,0,NaN,0.2,0.166666667,0.333333333,NaN,0.769230769,1.5,107,2.23
672,2.38,150,1.126984127,71,18.42857143,0.109732414,4,3,4,0,1,7,4,37,3,2,2,3,5,1,2,0.217054264,4,0.25,0.333333333,0,NaN,0,0.428571429,0,0.675675676,0,0.6,71,2.38
673,1.73,52,2.033333333,61,20.96666667,0.299517246,16,0,0,11,1,1,0,0,1,5,3,3,1,4,3,1.478537361,31,0.375,NaN,NaN,0.454545455,0,0,NaN,NaN,0,3,61,1.73
674,1.96,94,1.395833333,67,17.39583333,0.213562339,3,4,27,2,0,0,0,8,4,5,3,3,2,1,1,0.05748503,1,0,0,0.62962963,0,NaN,NaN,NaN,0.375,0.25,1.5,67,1.96
680,1.84,151,1.451219512,119,10.6097561,0.337359423,23,23,0,9,0,1,0,0,26,4,4,2,2,1,3,1.083908046,11.5,0.304347826,0.52173913,NaN,0.222222222,NaN,0,NaN,NaN,0.423076923,1,119,1.84
685,1.59,89,1.089285714,61,18.58928571,0.093307763,1,6,12,3,0,0,0,0,34,4,3,3,3,1,3,0.914505283,17,0,0.166666667,0.416666667,0.666666667,NaN,NaN,NaN,NaN,0.705882353,1,61,1.59
687,2.16,82,1.105263158,42,26.55263158,0.084444557,8,4,1,1,0,1,0,9,14,2,1,4,4,1,2,0.32011893,8.5,0.375,0.5,0,0,NaN,0,NaN,0.666666667,0.428571429,1,42,2.16
689,2.04,167,1.073170732,88,12.75609756,0.189794269,3,5,9,2,6,4,2,7,44,5,5,1,1,1,2,0.235181644,3,0.333333333,0.4,0,0,0,0,0,0,0.477272727,1,88,2.04
693,1.5,9,1.666666667,10,23.33333333,0.204077643,0,1,2,3,0,0,0,0,0,4,2,3,3,1,3,0.642857143,15,NaN,0,0,0.666666667,NaN,NaN,NaN,NaN,NaN,1,10,1.5
694,2.46,256,1.346153846,140,8.788461538,0.225470815,6,23,0,0,0,0,0,0,75,4,2,1,3,4,1,0.796498906,7,0.666666667,0.434782609,NaN,NaN,NaN,NaN,NaN,NaN,0.826666667,0.333333333,140,2.46
695,2.22,162,1.02739726,75,14.50684932,0.14128137,0,1,0,0,5,53,0,12,2,1,3,2,1,1,1,0.344664778,5,NaN,0,NaN,NaN,0,0.754716981,NaN,0.166666667,0,2,75,2.22
701,1.24,41,1.03030303,34,28.39393939,0.046785844,0,1,2,0,2,11,0,16,1,2,1,2,1,4,1,0.73959445,21,NaN,0,0,NaN,0,0.454545455,NaN,0.5625,0,2,34,1.24
704,1.47,173,1.161016949,137,9.957627119,0.174401709,0,0,68,48,0,0,0,0,2,2,3,3,4,2,3,0.50212766,5,NaN,NaN,0.529411765,0.333333333,NaN,NaN,NaN,NaN,0,0.75,137,1.47
705,1.93,195,1.079207921,109,10.16831683,0.170556213,0,8,1,0,7,0,1,14,70,3,1,1,5,1,3,0.14751704,1.5,NaN,0.375,0,NaN,0.714285714,NaN,0,0.571428571,0.842857143,0.2,109,1.93
712,1.38,128,1.053763441,98,11.29032258,0.177083829,2,10,29,4,0,1,0,0,47,3,4,3,3,1,3,0.797142857,9,0,0.4,0.482758621,0.25,NaN,0,NaN,NaN,0.680851064,1,98,1.38
714,2.46,256,1.076923077,112,10.70192308,0.156006049,28,1,0,0,4,3,1,62,5,4,4,3,2,1,1,0.7475292,8,0.321428571,0,NaN,NaN,0,0,0,0.629032258,0,1.5,112,2.46
716,2.25,135,1.15,69,16.43333333,0.228062073,27,8,0,0,0,0,0,0,25,4,3,2,1,1,1,2.312373225,38,0.444444444,0.125,NaN,NaN,NaN,NaN,NaN,NaN,0.52,2,69,2.25
717,2.55,84,2,66,16.54545455,0.16600926,0,0,0,0,12,20,0,1,0,4,4,1,1,1,3,0.513736264,8.5,NaN,NaN,NaN,NaN,0.583333333,0.75,NaN,0,NaN,1,66,2.55
719,1.71,48,1.107142857,31,37.53571429,0.08158597,0,2,0,0,0,0,16,6,4,4,1,1,4,2,1,0.044402157,1.666666667,NaN,0.5,NaN,NaN,NaN,NaN,0.625,0.666666667,0,0.25,31,1.71
720,2.74,93,1.029411765,35,31.5,0.059140553,2,28,0,0,0,0,0,0,4,5,3,3,1,4,1,2.793650794,88,0,0.892857143,NaN,NaN,NaN,NaN,NaN,NaN,1,3,35,2.74
723,1.94,153,1,79,13.58227848,0.107451616,79,0,0,0,0,0,0,0,0,5,5,1,1,1,2,0.441752097,6,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,79,1.94
727,2.12,51,1.25,30,39.20833333,0.062480234,0,1,4,5,0,0,0,2,12,5,3,4,2,1,2,0.127523911,5,NaN,0,0.25,0.2,NaN,NaN,NaN,0.5,0.666666667,2,30,2.12
730,2.5,30,1.083333333,13,81,0.137205175,1,0,0,1,0,0,0,0,10,2,1,2,1,4,2,0.012345679,1,0,NaN,NaN,0,NaN,NaN,NaN,NaN,0.8,2,13,2.5
731,1.81,38,2.142857143,45,21.19047619,0.32284942,3,18,0,0,0,0,0,0,0,4,2,1,2,4,1,0.078651685,1.666666667,0.333333333,0.888888889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,45,1.81
732,2.23,254,1.052631579,120,10.56140351,0.181275704,6,19,0,0,2,23,1,4,59,5,3,3,2,1,3,1.041528239,11,0,0.315789474,NaN,NaN,0,0.347826087,0,0,0.593220339,1.5,120,2.23
733,1.92,23,1,12,76.25,0.103390148,0,0,0,0,5,1,1,0,5,5,1,1,1,2,1,0.380327869,29,NaN,NaN,NaN,NaN,0.4,0,0,NaN,0.6,1,12,1.92
737,2,24,1.166666667,14,65.75,0.037960352,0,2,1,1,1,2,0,0,5,5,3,3,3,1,2,0.775665399,51,NaN,0,0,0,0,0,NaN,NaN,0.2,1,14,2
739,1.91,170,1.685393258,150,9.370786517,0.431678749,8,31,9,8,5,2,1,1,24,4,1,3,3,1,2,0.747002398,7,0.375,0.35483871,0.111111111,0.125,0,0,0,0,0.291666667,1,150,1.91
740,1.79,43,2,48,25.625,0.151896433,12,2,0,0,2,0,0,1,7,2,1,4,4,4,3,0.364227642,9.333333333,0.416666667,0,NaN,NaN,0,NaN,NaN,0,0.142857143,1,48,1.79
743,1.63,179,1.227272727,135,9.3,0.238502271,1,5,1,35,6,5,6,25,26,1,2,2,3,4,1,0.752688172,7,0,0.2,0,0.428571429,0.333333333,0,0,0.2,0.346153846,0.666666667,135,1.63
745,2.27,134,1.033898305,61,17.20338983,0.075497165,0,0,0,0,19,37,1,0,2,3,3,3,3,1,2,0.98817734,17,NaN,NaN,NaN,NaN,0.315789474,0.594594595,0,NaN,0,1,61,2.27
746,1.73,57,1.151515152,38,28.66666667,0.080823371,0,4,26,0,0,2,0,1,0,1,3,2,2,3,3,0.488372093,14,NaN,0.25,0.807692308,NaN,NaN,0,NaN,0,NaN,1,38,1.73
749,2.08,50,2.583333333,62,24.25,0.425311994,0,4,4,0,0,0,0,0,16,2,3,4,4,1,3,0.068728522,1.666666667,NaN,0.25,0.75,NaN,NaN,NaN,NaN,NaN,0.9375,1,62,2.08
752,1.97,177,1.033333333,93,11.86666667,0.124971954,61,0,0,2,0,0,0,0,27,5,5,1,1,1,3,0.505617978,6,0.819672131,NaN,NaN,0.5,NaN,NaN,NaN,NaN,0.592592593,1,93,1.97
753,1.31,17,1.538461538,20,65.15384615,0.07831327,0,1,1,8,0,0,0,0,3,4,3,2,4,4,3,0.383707202,25,NaN,0,0,0.5,NaN,NaN,NaN,NaN,0.333333333,0.5,20,1.31
755,2.17,156,1.319444444,95,13.36111111,0.200461078,9,14,21,0,0,2,0,1,25,3,4,2,4,2,3,1.272349272,17,0.111111111,0.357142857,0.714285714,NaN,NaN,0,NaN,0,0.56,0.5,95,2.17
757,2.58,67,1.269230769,33,20.5,0.198347749,1,0,1,4,0,1,0,1,18,4,4,2,2,1,3,1.268292683,26,0,NaN,0,0.25,NaN,0,NaN,0,0.833333333,1,33,2.58
758,2.79,349,1.096,137,8.216,0.169893216,3,0,0,0,0,1,0,121,0,5,2,3,2,1,1,0.608568647,5,0,NaN,NaN,NaN,NaN,0,NaN,0.966942149,NaN,1.5,137,2.79
762,2.45,372,1.144736842,174,7.184210526,0.262550591,27,0,0,0,4,3,16,64,38,4,1,1,3,1,3,0.835164835,6,0.407407407,NaN,NaN,NaN,0.25,0,0.4375,0.53125,0.394736842,0.333333333,174,2.45
764,2.11,78,1.621621622,60,21.05405405,0.188978812,17,3,0,0,0,0,0,0,17,4,1,4,2,2,2,0.379974326,8,0.588235294,0.333333333,NaN,NaN,NaN,NaN,NaN,NaN,0.588235294,2,60,2.11
765,2.37,154,1.169230769,76,14.67692308,0.144090015,1,4,0,2,14,0,1,36,7,5,3,2,2,1,1,1.635220126,24,0,0,NaN,0,0.214285714,NaN,0,0.555555556,0.142857143,1,76,2.37
768,2.45,401,1.079268293,177,6.634146341,0.192612384,158,3,0,0,0,0,1,0,2,4,3,4,4,1,2,1.055147059,7,0.962025316,0,NaN,NaN,NaN,NaN,0,NaN,0,1,177,2.45
771,1.9,167,1.125,99,11.48863636,0.176699974,23,15,2,8,0,7,0,2,31,5,3,4,3,1,2,0.696340257,8,0.304347826,0.266666667,0,0.125,NaN,0.142857143,NaN,0.5,0.290322581,1.333333333,99,1.9
784,2.42,194,1.025,82,13.225,0.126416846,2,4,0,0,5,2,11,43,13,4,2,3,1,2,1,0.907372401,12,0,0,NaN,NaN,0,0,0.181818182,0.651162791,0.230769231,3,82,2.42
792,2.53,195,1.012987013,78,14.64935065,0.092053761,2,1,1,0,0,1,42,25,5,3,1,1,5,3,2,0.477836879,7,0,0,0,NaN,NaN,0,0.714285714,0.48,0.6,0.2,78,2.53
793,2.24,177,1.708860759,135,9.594936709,0.328021645,38,29,0,0,0,7,0,0,5,4,3,3,2,1,2,0.138962181,1.333333333,0.657894737,0.448275862,NaN,NaN,NaN,0,NaN,NaN,0.2,1.5,135,2.24
800,2,6,1,3,292,0.003519918,3,0,0,0,0,0,0,0,0,3,4,3,2,1,3,1.246575342,364,0.666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5,3,2
802,2.22,202,1.21978022,111,10.81318681,0.201090638,2,17,0,0,0,0,0,69,3,5,4,2,2,1,2,0.369918699,4,0,0.117647059,NaN,NaN,NaN,NaN,NaN,0.710144928,0,1,111,2.22
804,1.96,153,1.012820513,79,13.16666667,0.12465587,0,1,3,8,8,30,0,27,1,4,1,1,3,4,3,0.53164557,7,NaN,0,0,0.125,0.25,0.4,NaN,0.444444444,0,0.333333333,79,1.96
806,1.18,154,1.251908397,164,7.145038168,0.203726304,0,1,1,127,0,0,0,1,1,3,3,2,4,4,3,0.27991453,2,NaN,0,0,0.968503937,NaN,NaN,NaN,0,0,0.5,164,1.18
809,2.63,113,1.069767442,46,22.18604651,0.055348497,0,0,0,0,0,5,4,30,4,2,1,1,3,1,1,0.540880503,12,NaN,NaN,NaN,NaN,NaN,0,0,0.7,0.75,0.333333333,46,2.63
811,1.58,158,1.28,128,8.86,0.243557607,1,0,29,2,0,0,0,3,65,5,4,2,2,1,3,0.677200903,6,0,NaN,0.344827586,0.5,NaN,NaN,NaN,0,0.646153846,1,128,1.58
813,1.83,11,1.166666667,7,79.33333333,0.063513012,0,0,1,2,0,0,0,1,2,5,2,2,1,4,1,0.327731092,26,NaN,NaN,0,0.5,NaN,NaN,NaN,0,1,2,7,1.83
818,2.67,355,1.030075188,137,8.804511278,0.15204496,17,0,0,0,0,0,1,112,3,5,3,2,2,1,2,3.180187874,28,0.117647059,NaN,NaN,NaN,NaN,NaN,0,0.848214286,0,1,137,2.67
820,1.28,83,1.430769231,93,11.21538462,0.232601902,1,5,10,36,0,0,0,1,12,3,3,3,3,2,3,0.267489712,3,0,0,0.5,0.805555556,NaN,NaN,NaN,0,0.083333333,1,93,1.28
821,1.65,134,1.024691358,83,13.4691358,0.183274416,0,1,18,0,0,36,0,5,21,2,3,3,2,1,3,0.296975252,4,NaN,0,0.555555556,NaN,NaN,0.555555556,NaN,0.2,0.428571429,1.5,83,1.65
822,1.76,30,1.058823529,18,56.35294118,0.024431895,0,1,14,0,0,1,1,0,0,4,5,1,1,1,1,0.532359081,30,NaN,0,0.785714286,NaN,NaN,0,1,NaN,NaN,1,18,1.76
824,2.62,189,1.152777778,83,14.16666667,0.12480007,1,0,0,0,0,1,0,68,2,5,3,2,2,1,1,0.494117647,7,0,NaN,NaN,NaN,NaN,0,NaN,0.941176471,0,1,83,2.62
831,1.9,169,1.06741573,95,12.13483146,0.15132174,13,0,13,33,0,2,0,6,22,2,4,3,5,4,2,0.247222222,3,0.307692308,NaN,0.538461538,0.666666667,NaN,0,NaN,0.333333333,0.409090909,0.6,95,1.9
832,1.84,138,1.013333333,76,14.42666667,0.097044333,1,0,0,0,2,27,0,34,11,4,3,3,2,1,3,0.485212569,7,0,NaN,NaN,NaN,0,0.814814815,NaN,0.676470588,0.545454545,1.5,76,1.84
834,1.83,44,1.041666667,25,48.875,0.043875324,4,3,0,2,0,0,0,8,7,5,1,3,1,4,3,1.227621483,60,0,0,NaN,0,NaN,NaN,NaN,0.375,0.142857143,3,25,1.83
837,1.41,99,1.085714286,76,14.82857143,0.137077627,9,0,2,13,1,23,0,13,9,3,3,3,3,1,1,0.337186898,5,0,NaN,0,0,0,0.304347826,NaN,0.076923077,0.111111111,1,76,1.41
839,2,90,1.355555556,61,17,0.143845598,0,3,22,1,5,6,0,0,8,5,5,1,2,1,2,0.558823529,9.5,NaN,0,0.545454545,0,0,0,NaN,NaN,0.25,0.5,61,2
841,1.91,109,1,57,20.94736842,0.063184353,1,0,0,0,0,0,10,43,3,4,5,1,1,1,3,0.716080402,15,0,NaN,NaN,NaN,NaN,NaN,0.1,0.76744186,0.333333333,1,57,1.91
843,2.86,183,1.046875,67,20.796875,0.075987556,41,0,0,0,0,0,0,0,23,5,5,1,2,1,1,0.360631104,7.5,0.512195122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.130434783,0.5,67,2.86
844,1.56,139,1.191011236,106,10.59550562,0.144888679,3,10,1,22,0,0,0,0,53,5,4,1,1,1,2,0.660657476,7,0,0.1,0,0.136363636,NaN,NaN,NaN,NaN,0.509433962,1,106,1.56
845,1.35,54,2.1,84,12.375,0.285943103,4,2,0,30,0,0,0,0,4,2,4,4,4,1,3,0.296296296,3.666666667,0.25,0,NaN,0.866666667,NaN,NaN,NaN,NaN,0.25,1,84,1.35
